#Organism Name,Organism Groups,Strain,BioSample,BioProject,Size(Mb),GC%,Type,Replicons,CDS,Release Date
"Aacanthocnema dobsoni","Eukaryota;Animals;Insects","","","PRJNA483618",0.015179,21.9382,"mitochondrion","NC_038132.1/MG989216.1",13,"2018-07-31T00:00:00Z"
"Abax parallelepipedus","Eukaryota;Animals;Insects","","","PRJNA328640",0.017701,20.7446,"mitochondrion","NC_030592.1/KT876877.1",13,"2016-07-12T00:00:00Z"
"Abidama producta","Eukaryota;Animals;Insects","","","PRJNA70039",0.015277,22.6484,"mitochondrion","NC_015799.1/GQ337955.1",13,"2011-07-14T00:00:00Z"
"Abisara fylloides","Eukaryota;Animals;Insects","","","PRJNA212609",0.015301,18.8288,"mitochondrion","NC_021746.1/HQ259069.1",13,"2013-07-18T00:00:00Z"
"Abraxas suspecta","Eukaryota;Animals;Insects","","","PRJNA387870",0.015537,19.1285,"mitochondrion","NC_034804.1/KY095828.1",13,"2017-05-24T00:00:00Z"
"Abraximorpha davidii","Eukaryota;Animals;Insects","","","PRJNA707673",0.015469,18.4563,"mitochondrion","NC_053717.1/MT371044.1",13,"2021-03-26T00:00:00Z"
"Abrostola tripartita","Eukaryota;Animals;Insects","","SAMEA7520667","PRJEB43728",0.015302,19.8601,"mitochondrion","MT:HG996517.1",0,"2021-03-19T00:00:00Z"
"Abrostola triplasia","Eukaryota;Animals;Insects","","","PRJNA823168",0.015363,19.2671,"mitochondrion","NC_062120.1/OK235316.1",13,"2022-04-04T00:00:00Z"
"Abrota ganga","Eukaryota;Animals;Insects","","","PRJNA253431",0.015356,18.794,"mitochondrion","NC_024404.1/KF590536.1",13,"2014-06-24T00:00:00Z"
"Abrus expansivus","Eukaryota;Animals;Insects","","","PRJNA594675",0.015904,25.2578,"mitochondrion","NC_045238.1/MK033020.1",13,"2019-12-12T00:00:00Z"
"Abscondita anceyi","Eukaryota;Animals;Insects","","","PRJNA504191",0.016519,20.1586,"mitochondrion","NC_039706.1/MH020192.1",13,"2018-11-09T00:00:00Z"
"Abscondita terminalis","Eukaryota;Animals;Insects","","","PRJNA573396",0.016402,20.1988,"mitochondrion","NC_044776.1/MK292092.1",13,"2019-09-21T00:00:00Z"
"Acanthacorydalis orientalis","Eukaryota;Animals;Insects","","","PRJNA238088",0.015753,23.2337,"mitochondrion","NC_023462.1/KF840564.1",13,"2014-02-13T00:00:00Z"
"Acanthaspis cincticrus","Eukaryota;Animals;Insects","","","PRJNA479056",0.015686,28.0122,"mitochondrion","NC_037735.1/KY069958.1",13,"2018-07-05T00:00:00Z"
"Acanthaspis ruficeps","Eukaryota;Animals;Insects","","","PRJNA453299",0.015846,28.1459,"mitochondrion","NC_037369.1/KX505848.1",13,"2018-04-24T00:00:00Z"
"Acanthopsyche nigraplaga","Eukaryota;Animals;Insects","","","PRJNA760225",0.015704,20.0522,"mitochondrion","NC_057469.1/MT883999.1",13,"2021-09-09T00:00:00Z"
"Acanthoscelides obtectus","Eukaryota;Animals;Insects","","","PRJNA400934",0.01613,23.602,"mitochondrion","NC_035677.1/KX825864.1",13,"2017-08-31T00:00:00Z"
"Acanthosoma haemorrhoidale","Eukaryota;Animals;Insects","","SAMEA8563710","PRJEB50843",0.018923,24.2245,"mitochondrion","MT:OV884016.1",0,"2022-02-12T00:00:00Z"
"Acerella muscorum","Eukaryota;Animals;Insects","","","PRJNA278557",0.015018,18.7042,"mitochondrion","NC_026675.1/KJ101608.1",13,"2015-03-17T00:00:00Z"
"Acerentomon microrhinus","Eukaryota;Animals;Insects","","","PRJNA278552",0.015213,28.6005,"mitochondrion","NC_026666.1/JQ728012.1",13,"2015-03-17T00:00:00Z"
"Acholotermes chirotus","Eukaryota;Animals;Insects","","","PRJNA378079",0.01495,33.9398,"mitochondrion","NC_034135.1/KY224688.1",13,"2017-03-05T00:00:00Z"
"Achroia grisella","Eukaryota;Animals;Insects","","","PRJNA819822",0.015368,19.8334,"mitochondrion","NC_061604.1/OM203125.1",13,"2022-03-31T00:00:00Z"
"Aciculitermes aciculatus","Eukaryota;Animals;Insects","","","PRJNA378078",0.01495,31.2508,"mitochondrion","NC_034089.1/KY224548.1",13,"2017-03-05T00:00:00Z"
"Aciculitermes maymyoensis","Eukaryota;Animals;Insects","","","PRJNA378012",0.01495,33.0033,"mitochondrion","NC_034107.1/KY224601.1",13,"2017-03-05T00:00:00Z"
"Acidiella diversa","Eukaryota;Animals;Insects","","","PRJNA707733",0.015531,21.9561,"mitochondrion","NC_053982.1/MT679543.1",13,"2021-03-26T00:00:00Z"
"Acidnotermes praus","Eukaryota;Animals;Insects","","","PRJNA378077",0.014913,34.0777,"mitochondrion","NC_034122.1/KY224646.1",13,"2017-03-05T00:00:00Z"
"Acinonyx jubatus","Eukaryota;Animals;Mammals","Rico","","PRJNA504297",0.017047,39.3735,"mitochondrion","MT:NC_005212.1/",13,"2003-11-17T00:00:00Z"
